100,79.45860290527344
95,79.6720962524414
90,80.33499908447266
85,80.55159759521484
80,80.95349884033203
70,81.63569641113281
75,82.39830017089844
00,82.8551025390625
65,82.99859619140625
60,83.96219635009766
50,85.89360046386719
45,86.58170318603516
30,89.15019989013672
25,90.15609741210938
20,90.31639862060547
35,91.28959655761719
600,92.52539825439453
595,92.5509033203125
590,92.97039794921875
585,93.19619750976562
580,93.30799865722656
40,93.41380310058594
575,93.65170288085938
570,93.98529815673828
15,94.01129913330078
565,94.35800170898438
500,94.71540069580078
560,94.96240234375
10,95.46910095214844
550,95.839599609375
555,95.96060180664062
540,97.3447036743164
545,97.63020324707031
530,99.33509826660156
535,99.74169921875
525,101.09519958496094
520,102.10260009765625
515,102.83170318603516
510,103.52230072021484
55,103.91790008544922
999,-2
