100,117.00559997558594
95,117.6488037109375
90,117.74410247802734
85,118.38150024414062
80,118.97850036621094
70,120.74829864501953
65,120.8134994506836
75,122.0687026977539
55,122.7594985961914
00,123.22000122070312
60,123.8917007446289
50,124.99810028076172
45,125.4468994140625
40,125.47669982910156
30,126.02799987792969
35,126.87210083007812
25,130.1033935546875
600,136.97349548339844
595,137.2194061279297
590,137.56700134277344
585,137.85060119628906
15,137.90809631347656
580,138.16909790039062
575,138.7100067138672
565,139.37010192871094
570,139.78599548339844
560,140.64990234375
555,141.45750427246094
545,141.90280151367188
10,142.3430938720703
550,143.17100524902344
540,144.57809448242188
535,145.81480407714844
530,146.2646026611328
20,147.0283966064453
525,147.64639282226562
500,147.95370483398438
520,148.88040161132812
510,150.1959991455078
515,151.6024932861328
999,-2
