100,79.15460205078125
95,79.63249969482422
90,80.04049682617188
85,80.49009704589844
80,80.65660095214844
75,81.49340057373047
70,81.89459991455078
65,82.91390228271484
60,83.67569732666016
50,84.17849731445312
55,84.6948013305664
45,86.00180053710938
40,88.72840118408203
30,89.57839965820312
35,89.99250030517578
595,92.15239715576172
25,92.63999938964844
590,92.6406021118164
600,93.02890014648438
585,93.33370208740234
580,93.606201171875
20,93.95700073242188
565,94.81849670410156
555,94.85230255126953
10,95.5988998413086
560,95.81670379638672
15,96.25640106201172
550,96.68379974365234
545,97.7042007446289
540,98.24349975585938
530,99.13030242919922
500,100.0531997680664
515,102.78780364990234
510,104.73670196533203
525,-2
575,-2
535,-2
520,-2
570,-2
999,-2
