95,104.01000213623047
100,104.02239990234375
90,104.78959655761719
85,105.3447036743164
80,105.87460327148438
75,106.45719909667969
70,106.643798828125
65,107.8595962524414
60,108.47470092773438
55,110.22850036621094
00,110.6436996459961
50,110.80870056152344
45,112.14790344238281
30,114.72930145263672
40,115.518798828125
35,115.7853012084961
25,115.79550170898438
590,120.42729949951172
595,120.48280334472656
600,120.68560028076172
15,120.95929718017578
20,120.99569702148438
585,121.36990356445312
580,121.87860107421875
570,122.49500274658203
575,122.4979019165039
565,122.92250061035156
560,124.08260345458984
555,124.25270080566406
10,124.7698974609375
550,125.26239776611328
545,125.76309967041016
540,127.089599609375
530,128.6320037841797
535,129.83590698242188
520,131.89520263671875
515,132.00210571289062
500,132.39779663085938
525,132.4552001953125
510,133.2626953125
999,-2
